Solution Type,States Searched,Unique States Searched,Backtracks,Dominance Moves,States Removed From Cache,Final States In Cache,Final Buckets In Cache,Maximum Search Depth,Final Search Depth,Time Taken (milliseconds),ID
unsolvable,56227793,21210726,56227792,13318820,0,7891906,12582917,69,0,58468,game403
solved,61240,13521,61152,4253,0,9268,12289,88,88,60,game404
solved,5723,1033,5640,435,0,598,769,83,83,4,game405
solved,197,83,114,28,0,55,97,83,83,0,game406
solved,1172,454,1092,184,0,270,389,80,80,1,game407
timed-out,60766088,22731603,60766057,15376289,0,7355314,12582917,80,31,60000,game408
solved,392,123,282,33,0,90,97,110,110,0,game409
solved,429,171,342,35,0,136,193,87,87,0,game41
solved,167,83,84,37,0,46,53,83,83,0,game410
solved,5969,1863,5886,626,0,1237,1543,83,83,6,game411
solved,149,81,71,32,0,49,53,78,78,0,game412
solved,189,111,98,36,0,75,97,91,91,0,game413
solved,137363,26172,137290,4723,0,21449,24593,73,73,161,game414
solved,153,75,78,25,0,50,53,75,75,0,game415
solved,1291218,302706,1291137,21007,0,281699,393241,81,81,1673,game416
solved,339,98,246,39,0,59,97,93,93,0,game417
solved,154,84,70,39,0,45,53,84,84,0,game418
solved,142,75,67,32,0,43,53,75,75,0,game419
solved,236,97,148,37,0,60,97,88,88,0,game42
solved,147,84,72,29,0,55,97,75,75,0,game420
solved,154,80,74,34,0,46,53,80,80,0,game421
solved,92,74,18,28,0,46,53,74,74,0,game422
solved,146,78,68,33,0,45,53,78,78,0,game423
solved,124,83,41,39,0,44,53,83,83,0,game424
solved,164,97,81,33,0,64,97,83,83,0,game425
solved,8071,1688,7990,89,0,1599,3079,81,81,9,game426
solved,2344,743,2271,85,0,658,769,73,73,2,game427
solved,134,88,50,31,0,57,97,84,84,0,game428
solved,170,76,94,30,0,46,53,76,76,0,game429
solved,3742,462,3653,33,0,429,769,89,89,3,game43
solved,12742,3968,12670,180,0,3788,6151,72,72,17,game430
solved,173,85,89,35,0,50,53,84,84,0,game431
solved,115,80,35,31,0,49,53,80,80,0,game432
solved,264,93,171,32,0,61,97,93,93,0,game433
solved,155,87,73,30,0,57,97,82,82,0,game434
solved,166,88,78,33,0,55,97,88,88,0,game435
solved,169,99,90,31,0,68,97,79,79,0,game436
solved,169,79,90,31,0,48,53,79,79,0,game437
solved,99735,15229,99657,1407,0,13822,24593,88,78,108,game438
solved,80,67,13,23,0,44,53,67,67,0,game439
solved,168,81,87,31,0,50,53,81,81,0,game44
solved,232,80,152,25,0,55,97,80,80,0,game440
solved,143,92,52,40,0,52,53,91,91,0,game441
solved,281,95,193,34,0,61,97,88,88,0,game442
solved,247,103,144,36,0,67,97,103,103,0,game443
unsolvable,138849,52356,138848,26619,0,25737,49157,25,0,139,game444
unsolvable,10,10,9,8,0,2,53,9,0,0,game445
solved,335,214,258,33,0,181,193,77,77,0,game446
solved,158,90,70,31,0,59,97,88,88,0,game447
solved,183,105,99,39,0,66,97,84,84,0,game448
solved,129,80,49,35,0,45,53,80,80,0,game449
solved,239,97,142,35,0,62,97,97,97,0,game45
solved,1369,464,1292,31,0,433,769,77,77,1,game450
solved,172,124,88,47,0,77,97,84,84,0,game451
solved,123943,35108,123862,12527,0,22581,24593,81,81,122,game452
solved,134,76,58,31,0,45,53,76,76,0,game453
solved,239,97,143,30,0,67,97,96,96,0,game454
solved,134,74,60,29,0,45,53,74,74,0,game455
solved,158,88,70,27,0,61,97,88,88,0,game456
solved,118,89,29,40,0,49,53,89,89,0,game457
solved,236,93,143,41,0,52,53,93,93,0,game458
solved,49741,10908,49664,1476,0,9432,12289,77,77,56,game459
solved,130,99,56,45,0,54,97,74,74,0,game46
solved,258,154,181,37,0,117,193,77,77,0,game460
solved,183,81,102,28,0,53,53,81,81,0,game461
solved,2886,562,2791,50,0,512,769,95,95,2,game462
solved,120,71,49,28,0,43,53,71,71,0,game463
solved,477,301,384,65,0,236,389,93,93,0,game464
solved,196,101,110,50,0,51,53,86,86,0,game465
solved,432,108,339,31,0,77,97,93,93,0,game466
solved,187,89,105,30,0,59,97,82,82,0,game467
solved,81,76,6,34,0,42,53,75,75,0,game468
solved,55866,14963,55778,1679,0,13284,24593,88,88,73,game469
solved,82,73,9,38,0,35,53,73,73,0,game47
solved,132,80,58,35,0,45,53,74,74,0,game470
solved,190,79,111,30,0,49,53,79,79,0,game471
solved,166,85,91,30,0,55,97,75,75,0,game472
solved,178,89,89,33,0,56,97,89,89,0,game473
solved,251,89,166,42,0,47,53,85,85,0,game474
solved,113,80,33,32,0,48,53,80,80,0,game475
unsolvable,9,9,8,7,0,2,53,8,0,0,game476
solved,88,69,19,28,0,41,53,69,69,0,game477
solved,13471772,3092704,13471690,488848,0,2603856,3145739,82,82,18270,game478
solved,2673,871,2597,34,0,837,1543,76,76,2,game479
solved,373,104,284,35,0,69,97,89,89,0,game48
solved,202,107,96,32,0,75,97,106,106,0,game480
solved,3038,636,2942,200,0,436,769,96,96,2,game481
solved,7390141,1038670,7390063,42975,0,995695,1572869,84,78,7273,game482
solved,240,101,156,41,0,60,97,84,84,0,game483
solved,140,76,64,29,0,47,53,76,76,0,game484
solved,140,77,63,29,0,48,53,77,77,0,game485
solved,744,219,665,70,0,149,193,79,79,0,game486
solved,123,75,48,32,0,43,53,75,75,0,game487
solved,360,99,281,24,0,75,97,79,79,0,game488
solved,2201,835,2128,234,0,601,769,73,73,2,game489
solved,120,92,40,39,0,53,53,80,80,0,game49
solved,1341,363,1240,130,0,233,389,101,101,1,game490
solved,114,86,32,42,0,44,53,82,82,0,game491
solved,117,74,44,34,0,40,53,73,73,0,game492
unsolvable,11,11,10,8,0,3,53,9,0,0,game493
solved,4402,1855,4328,1179,0,676,769,74,74,2,game494
solved,149,82,70,24,0,58,97,79,79,0,game495
solved,2859,1214,2782,262,0,952,1543,77,77,3,game496
solved,1301,557,1216,339,0,218,389,85,85,1,game497
solved,348,105,260,48,0,57,97,88,88,0,game498
solved,904540,138595,904451,7691,0,130904,196613,254,89,949,game499
solved,189,91,98,35,0,56,97,91,91,0,game5
solved,7166,2458,7086,671,0,1787,3079,80,80,8,game50
solved,184,94,105,33,0,61,97,79,79,0,game500
solved,242,86,157,35,0,51,53,85,85,0,game501
solved,783,210,687,56,0,154,193,96,96,0,game502
solved,3274903,1400756,3274818,993684,0,407072,786433,85,85,2753,game503
solved,102,71,31,29,0,42,53,71,71,0,game504
solved,125,77,48,36,0,41,53,77,77,0,game505
solved,158,95,63,29,0,66,97,95,95,0,game506
solved,126,73,53,30,0,43,53,73,73,0,game507
solved,233945,32462,233868,3857,0,28605,49157,77,77,207,game508
solved,110,71,39,31,0,40,53,71,71,0,game509
timed-out,48234465,14696819,48234441,5066604,0,9630215,12582917,55,24,60000,game51
solved,1240,624,1162,34,0,590,769,78,78,2,game510
solved,144,81,65,36,0,45,53,79,79,0,game511
solved,130,70,60,27,0,43,53,70,70,0,game512
solved,5556727,1778840,5556655,771279,0,1007561,1572869,72,72,5868,game513
solved,96,85,14,36,0,49,53,82,82,0,game514
solved,20495,6887,20412,2470,0,4417,6151,83,83,20,game515
solved,364,228,278,108,0,120,193,86,86,0,game516
solved,316,95,222,39,0,56,97,94,94,0,game517
solved,117,70,47,28,0,42,53,70,70,0,game518
solved,216,86,132,38,0,48,53,84,84,0,game519
solved,571852,162446,571760,35,0,162411,196613,92,92,755,game52
solved,456,169,376,31,0,138,193,80,80,1,game520
solved,9869,2776,9790,1347,0,1429,1543,79,79,7,game521
solved,139,70,69,27,0,43,53,70,70,0,game522
timed-out,61380832,23558822,61380788,15542726,0,8016096,12582917,124,44,60000,game523
solved,1619,435,1538,137,0,298,389,81,81,2,game524
solved,183,80,105,26,0,54,97,78,78,0,game525
solved,250,123,176,60,0,63,97,74,74,0,game526
solved,84,67,17,23,0,44,53,67,67,0,game527
solved,5324,977,5245,165,0,812,1543,79,79,4,game528
solved,255748,41696,255648,462,0,41234,49157,100,100,252,game529
solved,150,80,70,31,0,49,53,80,80,0,game53
